Time;Temperature;Humidity;;
2022-06-15 00:27;12.14;87.44;;
2022-06-15 00:37;11.84;88.3;;
2022-06-15 00:47;11.57;89.16;;
2022-06-15 00:57;11.28;90.59;;
2022-06-15 01:07;11.02;91.45;;
2022-06-15 01:17;10.74;92.03;;
2022-06-15 01:27;10.45;92.89;;
2022-06-15 01:37;10.19;93.46;;
2022-06-15 01:47;9.95;93.75;;
2022-06-15 01:57;9.74;94.61;;
2022-06-15 02:07;9.51;94.61;;
2022-06-15 02:17;9.32;94.9;;
2022-06-15 02:27;9.12;95.47;;
2022-06-15 02:37;8.92;96.04;;
2022-06-15 02:47;8.74;96.04;;
2022-06-15 02:57;8.58;96.62;;
2022-06-15 03:07;8.44;96.9;;
2022-06-15 03:17;8.29;97.19;;
2022-06-15 03:27;8.16;97.76;;
2022-06-15 03:37;8.04;97.76;;
2022-06-15 03:47;7.94;97.76;;
2022-06-15 03:57;7.85;98.05;;
2022-06-15 04:07;7.79;98.34;;
2022-06-15 04:17;7.75;98.63;;
2022-06-15 04:27;7.72;98.63;;
2022-06-15 04:37;7.75;99.77;;
2022-06-15 04:47;7.8;100;;
2022-06-15 04:57;7.9;100;;
2022-06-15 05:07;8.14;100;;
2022-06-15 05:17;8.62;100;;
2022-06-15 05:27;9.1;100;;
2022-06-15 05:37;9.67;100;;
2022-06-15 05:47;10.39;98.91;;
2022-06-15 05:57;11.2;91.17;;
2022-06-15 06:07;11.99;85.73;;
2022-06-15 06:17;12.6;82.97;;
2022-06-15 06:27;12.96;78;;
2022-06-15 06:37;13.28;76.07;;
2022-06-15 06:47;13.6;76.07;;
2022-06-15 06:57;13.93;70.87;;
2022-06-15 07:07;14.38;68.22;;
2022-06-15 07:17;14.84;64.24;;
2022-06-15 07:27;15.25;63.71;;
2022-06-15 07:37;15.89;62.12;;
2022-06-15 07:47;16.25;61.86;;
2022-06-15 07:57;16.45;57.9;;
2022-06-15 08:07;16.6;56.63;;
2022-06-15 08:17;16.79;57.14;;
2022-06-15 08:27;17.07;54.85;;
2022-06-15 08:37;17.52;56.88;;
2022-06-15 08:47;17.65;52.56;;
2022-06-15 08:57;17.72;54.85;;
2022-06-15 09:07;17.95;48.49;;
2022-06-15 09:17;18.06;49.25;;
2022-06-15 09:27;18.32;49.51;;
2022-06-15 09:37;18.69;51.03;;
2022-06-15 09:47;19.02;48.49;;
2022-06-15 09:57;18.96;47.73;;
2022-06-15 10:07;19.11;47.98;;
2022-06-15 10:17;19.26;46.2;;
2022-06-15 10:27;19.4;51.8;;
2022-06-15 10:37;19.43;48.49;;
2022-06-15 10:47;19.67;50.52;;
2022-06-15 10:57;19.92;47.22;;
2022-06-15 11:07;19.97;47.47;;
2022-06-15 11:17;20.05;46.45;;
2022-06-15 11:27;20.36;47.22;;
2022-06-15 11:37;20.47;46.71;;
2022-06-15 11:47;20.53;45.19;;
2022-06-15 11:57;20.56;45.19;;
2022-06-15 12:07;20.71;45.44;;
2022-06-15 12:17;20.98;43;;
2022-06-15 12:27;21.15;43.73;;
2022-06-15 12:37;21.25;44.7;;
2022-06-15 12:47;21.46;43.49;;
2022-06-15 12:57;21.62;42.76;;
2022-06-15 13:07;21.83;43.24;;
2022-06-15 13:17;21.92;42.76;;
2022-06-15 13:27;22.08;43;;
2022-06-15 13:37;22.35;42.03;;
2022-06-15 13:47;22.28;41.05;;
2022-06-15 13:57;22.42;39.83;;
2022-06-15 14:07;22.77;40.32;;
2022-06-15 14:17;22.95;42.27;;
2022-06-15 14:27;23.03;43.24;;
2022-06-15 14:37;22.73;41.3;;
2022-06-15 14:47;22.69;40.32;;
2022-06-15 14:57;22.44;42.51;;
2022-06-15 15:07;22.44;44.46;;
2022-06-15 15:17;22.57;41.54;;
2022-06-15 15:27;22.83;41.78;;
2022-06-15 15:37;23.16;41.3;;
2022-06-15 15:47;23.28;39.35;;
2022-06-15 15:57;22.99;42.27;;
2022-06-15 16:07;22.93;39.83;;
2022-06-15 16:17;22.62;40.56;;
2022-06-15 16:27;22.29;42.51;;
2022-06-15 16:37;21.84;43;;
2022-06-15 16:47;21.68;44.7;;
2022-06-15 16:57;21.66;41.54;;
2022-06-15 17:07;21.82;43.49;;
2022-06-15 17:17;21.92;42.03;;
2022-06-15 17:27;21.69;43;;
2022-06-15 17:37;21.26;45.44;;
2022-06-15 17:47;21.03;45.44;;
2022-06-15 17:57;20.81;44.95;;
2022-06-15 18:07;20.69;49.76;;
2022-06-15 18:17;20.6;49;;
2022-06-15 18:27;20.48;51.29;;
2022-06-15 18:37;20.31;52.81;;
2022-06-15 18:47;20.01;52.3;;
2022-06-15 18:57;19.87;51.8;;
2022-06-15 19:07;19.81;53.07;;
2022-06-15 19:17;19.73;53.83;;
2022-06-15 19:27;19.54;57.9;;
2022-06-15 19:37;19.13;62.92;;
2022-06-15 19:47;18.85;60.53;;
2022-06-15 19:57;18.85;58.94;;
2022-06-15 20:07;18.74;61.32;;
2022-06-15 20:17;18.46;62.65;;
2022-06-15 20:27;18.1;65.3;;
2022-06-15 20:37;17.78;68.49;;
2022-06-15 20:47;17.4;76.9;;
2022-06-15 20:57;16.98;78.55;;
2022-06-15 21:07;16.66;79.93;;
2022-06-15 21:17;16.44;80.76;;
2022-06-15 21:27;16.18;82.42;;
2022-06-15 21:37;15.9;82.7;;
2022-06-15 21:47;15.58;84.63;;
2022-06-15 21:57;15.33;85.46;;
2022-06-15 22:07;15.15;84.35;;
2022-06-15 22:17;14.96;87.15;;
2022-06-15 22:27;14.72;87.44;;
2022-06-15 22:37;14.52;87.72;;
2022-06-15 22:47;14.39;87.15;;
2022-06-15 22:57;14.39;88.01;;
2022-06-15 23:07;14.3;97.48;;
2022-06-15 23:17;13.98;99.2;;
2022-06-15 23:27;13.84;100;;
2022-06-15 23:37;13.77;100;;
2022-06-15 23:47;13.77;100;;
2022-06-15 23:57;13.68;100;;
2022-06-16 00:07;13.58;100;;
2022-06-16 00:17;13.47;100;;
2022-06-16 00:27;13.39;100;;
2022-06-16 00:37;13.34;100;;
2022-06-16 00:47;13.23;100;;
2022-06-16 00:57;13.11;100;;
2022-06-16 01:07;13;100;;
2022-06-16 01:17;12.89;100;;
2022-06-16 01:27;12.76;100;;
2022-06-16 01:37;12.65;100;;
2022-06-16 01:47;12.59;100;;
2022-06-16 01:57;12.52;100;;
2022-06-16 02:07;12.48;100;;
2022-06-16 02:17;12.45;100;;
2022-06-16 02:27;12.43;100;;
2022-06-16 02:37;12.42;100;;
2022-06-16 02:47;12.42;100;;
2022-06-16 02:57;12.4;100;;
2022-06-16 03:07;12.33;100;;
2022-06-16 03:17;12.28;100;;
2022-06-16 03:27;12.22;100;;
2022-06-16 03:37;12.13;100;;
2022-06-16 03:47;12.04;100;;
2022-06-16 03:57;11.99;100;;
2022-06-16 04:07;12.13;100;;
2022-06-16 04:17;12.41;100;;
2022-06-16 04:27;12.61;100;;
2022-06-16 04:37;12.75;100;;
2022-06-16 04:47;12.82;100;;
2022-06-16 04:57;12.91;100;;
2022-06-16 05:07;13.13;100;;
2022-06-16 05:17;13.16;100;;
2022-06-16 05:27;13.09;100;;
2022-06-16 05:37;13.15;100;;
2022-06-16 05:47;13.53;100;;
2022-06-16 05:57;13.64;100;;
2022-06-16 06:07;13.63;100;;
2022-06-16 06:17;13.6;100;;
2022-06-16 06:27;13.72;100;;
2022-06-16 06:37;13.87;100;;
2022-06-16 06:47;13.91;100;;
2022-06-16 06:57;14.1;100;;
2022-06-16 07:07;14.16;100;;
2022-06-16 07:17;14.13;100;;
2022-06-16 07:27;14.33;99.2;;
2022-06-16 07:37;14.69;95.47;;
2022-06-16 07:47;14.8;94.03;;
2022-06-16 07:57;14.98;95.47;;
2022-06-16 08:07;15.1;92.03;;
2022-06-16 08:17;15.25;87.44;;
2022-06-16 08:27;15.57;86.01;;
2022-06-16 08:37;16.02;87.15;;
2022-06-16 08:47;16.29;85.18;;
2022-06-16 08:57;16.61;77.17;;
2022-06-16 09:07;16.92;70.61;;
2022-06-16 09:17;17.09;70.34;;
2022-06-16 09:27;17.04;71.93;;
2022-06-16 09:37;17.16;73.03;;
2022-06-16 09:47;17.63;69.02;;
2022-06-16 09:57;18.14;68.22;;
2022-06-16 10:07;18.28;65.3;;
2022-06-16 10:17;18.32;63.18;;
2022-06-16 10:27;18.51;66.36;;
2022-06-16 10:37;18.67;68.75;;
2022-06-16 10:47;18.81;61.32;;
2022-06-16 10:57;18.88;65.57;;
2022-06-16 11:07;19.17;57.65;;
2022-06-16 11:17;19.71;56.12;;
2022-06-16 11:27;19.93;55.87;;
2022-06-16 11:37;19.92;56.63;;
2022-06-16 11:47;19.89;56.88;;
2022-06-16 11:57;19.77;54.59;;
2022-06-16 12:07;19.89;56.12;;
2022-06-16 12:17;20.17;50.52;;
2022-06-16 12:27;20.41;50.78;;
2022-06-16 12:37;20.62;51.03;;
2022-06-16 12:47;20.87;48.74;;
2022-06-16 12:57;21.2;47.73;;
2022-06-16 13:07;21.61;49.76;;
2022-06-16 13:17;21.93;46.45;;
2022-06-16 13:27;21.85;46.2;;
2022-06-16 13:37;22.13;43.73;;
2022-06-16 13:47;22.36;44.22;;
2022-06-16 13:57;22.54;41.78;;
2022-06-16 14:07;22.57;42.76;;
2022-06-16 14:17;22.86;41.05;;
2022-06-16 14:27;23.2;40.81;;
2022-06-16 14:37;23.27;38.86;;
2022-06-16 14:47;23.27;39.59;;
2022-06-16 14:57;23.62;37.4;;
2022-06-16 15:07;23.78;37.15;;
2022-06-16 15:17;23.77;38.13;;
2022-06-16 15:27;23.97;43;;
2022-06-16 15:37;24.05;41.3;;
2022-06-16 15:47;23.94;36.91;;
2022-06-16 15:57;23.37;36.67;;
2022-06-16 16:07;22.86;39.83;;
2022-06-16 16:17;22.45;40.08;;
2022-06-16 16:27;21.96;43;;
2022-06-16 16:37;21.44;50.78;;
2022-06-16 16:47;20.52;55.1;;
2022-06-16 16:57;19.26;68.75;;
2022-06-16 17:07;18.54;74.14;;
2022-06-16 17:17;18.6;69.55;;
2022-06-16 17:27;19.14;68.75;;
2022-06-16 17:37;19.55;62.39;;
2022-06-16 17:47;19.75;62.12;;
2022-06-16 17:57;19.66;62.65;;
2022-06-16 18:07;19.47;65.83;;
2022-06-16 18:17;18.94;76.35;;
2022-06-16 18:27;18.26;84.35;;
2022-06-16 18:37;17.73;88.01;;
2022-06-16 18:47;17.29;87.72;;
2022-06-16 18:57;16.98;88.87;;
2022-06-16 19:07;16.76;89.44;;
2022-06-16 19:17;16.54;93.17;;
2022-06-16 19:27;16.34;96.33;;
2022-06-16 19:37;16.13;96.9;;
2022-06-16 19:47;16.07;98.05;;
2022-06-16 19:57;16;97.48;;
2022-06-16 20:07;15.87;96.62;;
2022-06-16 20:17;15.84;97.19;;
2022-06-16 20:27;15.89;97.19;;
2022-06-16 20:37;15.93;94.9;;
2022-06-16 20:47;15.96;94.61;;
2022-06-16 20:57;15.94;92.31;;
2022-06-16 21:07;15.88;93.46;;
2022-06-16 21:17;15.75;93.75;;
2022-06-16 21:27;15.58;96.9;;
2022-06-16 21:37;15.42;98.91;;
2022-06-16 21:47;15.29;98.91;;
2022-06-16 21:57;15.01;98.63;;
2022-06-16 22:07;14.74;98.34;;
2022-06-16 22:17;14.48;98.05;;
2022-06-16 22:27;14.21;97.19;;
2022-06-16 22:37;13.97;97.48;;
2022-06-16 22:47;13.78;98.05;;
2022-06-16 22:57;13.68;98.05;;
2022-06-16 23:07;13.6;98.05;;
2022-06-16 23:17;13.44;97.76;;
2022-06-16 23:27;13.29;98.05;;
2022-06-16 23:37;13.21;98.91;;
2022-06-16 23:47;13.13;98.91;;
2022-06-16 23:57;13.04;99.49;;
2022-06-17 00:07;12.99;100;;
2022-06-17 00:17;12.94;99.77;;
2022-06-17 00:27;12.83;98.91;;
2022-06-17 00:37;12.7;98.91;;
2022-06-17 00:47;12.51;98.63;;
2022-06-17 00:57;12.26;98.05;;
2022-06-17 01:07;11.97;98.05;;
2022-06-17 01:17;11.69;97.76;;
2022-06-17 01:27;11.45;98.63;;
2022-06-17 01:37;11.21;98.63;;
2022-06-17 01:47;11.01;98.91;;
2022-06-17 01:57;10.83;98.91;;
2022-06-17 02:07;10.68;99.77;;
2022-06-17 02:17;10.56;100;;
2022-06-17 02:27;10.47;100;;
2022-06-17 02:37;10.37;100;;
2022-06-17 02:47;10.29;100;;
2022-06-17 02:57;10.25;100;;
2022-06-17 03:07;10.39;100;;
2022-06-17 03:17;10.69;100;;
2022-06-17 03:27;10.86;100;;
2022-06-17 03:37;10.94;100;;
2022-06-17 03:47;11.04;100;;
2022-06-17 03:57;11.09;100;;
2022-06-17 04:07;11.11;100;;
2022-06-17 04:17;11.2;100;;
2022-06-17 04:27;11.25;100;;
2022-06-17 04:37;11.35;100;;
2022-06-17 04:47;11.47;100;;
2022-06-17 04:57;11.61;100;;
2022-06-17 05:07;11.76;100;;
2022-06-17 05:17;11.91;100;;
2022-06-17 05:27;12.14;100;;
2022-06-17 05:37;12.43;100;;
2022-06-17 05:47;12.64;98.63;;
2022-06-17 05:57;12.85;98.34;;
2022-06-17 06:07;13.09;97.76;;
2022-06-17 06:17;13.49;95.18;;
2022-06-17 06:27;13.97;94.9;;
2022-06-17 06:37;14.24;94.61;;
2022-06-17 06:47;14.47;90.59;;
2022-06-17 06:57;14.79;88.87;;
2022-06-17 07:07;15.19;86.86;;
2022-06-17 07:17;15.5;84.35;;
2022-06-17 07:27;15.69;86.29;;
2022-06-17 07:37;16.02;82.97;;
2022-06-17 07:47;16.5;80.21;;
2022-06-17 07:57;16.81;78.28;;
2022-06-17 08:07;17.12;77.45;;
2022-06-17 08:17;17.45;72.21;;
2022-06-17 08:27;17.75;70.61;;
2022-06-17 08:37;18.14;70.34;;
2022-06-17 08:47;18.4;73.03;;
2022-06-17 08:57;18.66;69.28;;
2022-06-17 09:07;18.99;66.89;;
2022-06-17 09:17;19.37;66.63;;
2022-06-17 09:27;19.74;62.65;;
2022-06-17 09:37;20.16;62.92;;
2022-06-17 09:47;20.53;60.79;;
2022-06-17 09:57;20.75;59.2;;
2022-06-17 10:07;20.9;58.94;;
2022-06-17 10:17;21.16;58.67;;
2022-06-17 10:27;21.49;54.08;;
2022-06-17 10:37;21.27;55.61;;
2022-06-17 10:47;21.61;56.12;;
2022-06-17 10:57;21.87;51.03;;
2022-06-17 11:07;21.6;51.54;;
2022-06-17 11:17;21.35;54.34;;
2022-06-17 11:27;21.17;54.85;;
2022-06-17 11:37;20.92;54.59;;
2022-06-17 11:47;20.76;57.65;;
2022-06-17 11:57;20.67;59.47;;
2022-06-17 12:07;19.73;86.58;;
2022-06-17 12:17;17.93;95.47;;
2022-06-17 12:27;17.8;98.05;;
2022-06-17 12:37;17.94;96.9;;
2022-06-17 12:47;18.37;84.9;;
2022-06-17 12:57;18.71;82.42;;
2022-06-17 13:07;18.72;79.38;;
2022-06-17 13:17;19.15;72.48;;
2022-06-17 13:27;20.2;61.86;;
2022-06-17 13:37;21.21;56.37;;
2022-06-17 13:47;21.97;48.49;;
2022-06-17 13:57;22.52;49.76;;
2022-06-17 14:07;23.08;52.05;;
2022-06-17 14:17;22.97;43.97;;
2022-06-17 14:27;23.37;43.73;;
2022-06-17 14:37;23.66;45.44;;
2022-06-17 14:47;23.26;46.45;;
2022-06-17 14:57;22.72;54.85;;
2022-06-17 15:07;20.96;74.97;;
2022-06-17 15:17;18.38;86.58;;
2022-06-17 15:27;16.98;93.17;;
2022-06-17 15:37;16.53;97.48;;
2022-06-17 15:47;16.53;99.49;;
2022-06-17 15:57;16.96;100;;
2022-06-17 16:07;17.17;99.49;;
2022-06-17 16:17;17.71;94.61;;
2022-06-17 16:27;17.94;91.74;;
2022-06-17 16:37;18.04;83.52;;
2022-06-17 16:47;18.22;89.16;;
2022-06-17 16:57;18.44;85.73;;
2022-06-17 17:07;18.72;86.01;;
2022-06-17 17:17;18.95;80.49;;
2022-06-17 17:27;19.65;77.17;;
2022-06-17 17:37;19.49;76.9;;
2022-06-17 17:47;19.16;78.83;;
2022-06-17 17:57;18.79;79.38;;
2022-06-17 18:07;18.47;81.59;;
2022-06-17 18:17;18.35;82.42;;
2022-06-17 18:27;18.38;78.83;;
2022-06-17 18:37;18.67;79.11;;
2022-06-17 18:47;18.81;79.66;;
2022-06-17 18:57;18.91;77.17;;
2022-06-17 19:07;18.99;74.69;;
2022-06-17 19:17;19.03;74.69;;
2022-06-17 19:27;19.07;75.79;;
2022-06-17 19:37;19.04;73.59;;
2022-06-17 19:47;18.94;75.24;;
2022-06-17 19:57;18.84;76.07;;
2022-06-17 20:07;18.81;76.07;;
2022-06-17 20:17;18.75;76.62;;
2022-06-17 20:27;18.66;78;;
2022-06-17 20:37;18.57;78.28;;
2022-06-17 20:47;18.5;77.73;;
2022-06-17 20:57;18.46;75.24;;
2022-06-17 21:07;18.57;74.97;;
2022-06-17 21:17;18.61;71.67;;
2022-06-17 21:27;18.65;71.14;;
2022-06-17 21:37;18.68;70.61;;
2022-06-17 21:47;18.68;71.93;;
2022-06-17 21:57;18.61;73.03;;
2022-06-17 22:07;18.55;73.31;;
2022-06-17 22:17;18.48;75.24;;
2022-06-17 22:27;18.42;74.69;;
2022-06-17 22:37;18.35;73.03;;
2022-06-17 22:47;18.34;71.93;;
2022-06-17 22:57;18.32;71.14;;
2022-06-17 23:07;18.21;70.34;;
2022-06-17 23:17;18.08;69.55;;
2022-06-17 23:27;17.91;69.02;;
2022-06-17 23:37;17.75;69.28;;
2022-06-17 23:47;17.62;70.08;;
2022-06-17 23:57;17.45;69.81;;
2022-06-18 00:07;17.33;70.08;;
2022-06-18 00:17;17.22;70.08;;
2022-06-18 00:27;17.1;70.34;;
2022-06-18 00:37;16.95;69.81;;
2022-06-18 00:47;16.86;69.55;;
2022-06-18 00:57;16.75;70.08;;
2022-06-18 01:07;16.62;69.81;;
2022-06-18 01:17;16.48;70.34;;
2022-06-18 01:27;16.35;70.61;;
2022-06-18 01:37;16.2;71.93;;
2022-06-18 01:47;15.98;74.97;;
2022-06-18 01:57;15.7;79.11;;
2022-06-18 02:07;15.34;81.04;;
2022-06-18 02:17;15.06;82.97;;
2022-06-18 02:27;14.81;85.73;;
2022-06-18 02:37;14.55;88.58;;
2022-06-18 02:47;14.29;91.17;;
2022-06-18 02:57;14.09;92.89;;
2022-06-18 03:07;13.92;94.61;;
2022-06-18 03:17;13.81;96.04;;
2022-06-18 03:27;13.72;96.62;;
2022-06-18 03:37;13.63;98.91;;
2022-06-18 03:47;13.55;99.49;;
2022-06-18 03:57;13.51;100;;
2022-06-18 04:07;13.49;100;;
2022-06-18 04:17;13.52;100;;
2022-06-18 04:27;13.53;100;;
2022-06-18 04:37;13.55;100;;
2022-06-18 04:47;13.57;100;;
2022-06-18 04:57;13.59;100;;
2022-06-18 05:07;13.62;100;;
2022-06-18 05:17;13.62;100;;
2022-06-18 05:27;13.64;100;;
2022-06-18 05:37;13.66;100;;
2022-06-18 05:47;13.65;100;;
2022-06-18 05:57;13.66;100;;
2022-06-18 06:07;13.68;100;;
2022-06-18 06:17;13.71;100;;
2022-06-18 06:27;13.75;100;;
2022-06-18 06:37;13.81;100;;
2022-06-18 06:47;13.89;100;;
2022-06-18 06:57;13.94;100;;
2022-06-18 07:07;14.05;100;;
2022-06-18 07:17;14.07;100;;
2022-06-18 07:27;14.08;100;;
2022-06-18 07:37;14.08;100;;
2022-06-18 07:47;14.18;100;;
2022-06-18 07:57;14.26;100;;
2022-06-18 08:07;14.38;100;;
2022-06-18 08:17;14.41;100;;
2022-06-18 08:27;14.46;100;;
2022-06-18 08:37;14.55;100;;
2022-06-18 08:47;14.62;100;;
2022-06-18 08:57;14.62;100;;
2022-06-18 09:07;14.62;100;;
2022-06-18 09:17;14.71;100;;
2022-06-18 09:27;14.78;100;;
2022-06-18 09:37;14.86;100;;
2022-06-18 09:47;14.93;100;;
2022-06-18 09:57;14.83;100;;
2022-06-18 10:07;14.79;100;;
2022-06-18 10:17;14.77;100;;
2022-06-18 10:27;14.79;100;;
2022-06-18 10:37;14.88;100;;
2022-06-18 10:47;15.04;100;;
2022-06-18 10:57;15.11;100;;
2022-06-18 11:07;15.16;100;;
2022-06-18 11:17;15.37;100;;
2022-06-18 11:27;15.75;100;;
2022-06-18 11:37;16.06;98.63;;
2022-06-18 11:47;16.1;96.9;;
2022-06-18 11:57;16.64;94.32;;
2022-06-18 12:07;16.74;94.9;;
2022-06-18 12:17;17.07;89.44;;
2022-06-18 12:27;17.3;85.73;;
2022-06-18 12:37;17.62;89.16;;
2022-06-18 12:47;17.64;83.8;;
2022-06-18 12:57;17.44;86.86;;
2022-06-18 13:07;17.37;88.01;;
2022-06-18 13:17;17.73;82.42;;
2022-06-18 13:27;17.89;82.97;;
2022-06-18 13:37;17.94;82.7;;
2022-06-18 13:47;17.96;80.76;;
2022-06-18 13:57;17.87;80.76;;
2022-06-18 14:07;17.87;82.97;;
2022-06-18 14:17;18.13;81.04;;
2022-06-18 14:27;18.42;79.66;;
2022-06-18 14:37;18.57;76.35;;
2022-06-18 14:47;18.91;77.45;;
2022-06-18 14:57;18.77;76.62;;
2022-06-18 15:07;19.1;73.31;;
2022-06-18 15:17;19.25;75.24;;
2022-06-18 15:27;19.67;70.87;;
2022-06-18 15:37;20.08;66.89;;
2022-06-18 15:47;20.07;67.96;;
2022-06-18 15:57;20.28;66.1;;
2022-06-18 16:07;20.38;65.57;;
2022-06-18 16:17;20.86;62.39;;
2022-06-18 16:27;21.09;62.92;;
2022-06-18 16:37;20.99;60;;
2022-06-18 16:47;21.14;64.77;;
2022-06-18 16:57;21.34;59.47;;
2022-06-18 17:07;21.23;58.67;;
2022-06-18 17:17;21.38;58.15;;
2022-06-18 17:27;21.65;57.39;;
2022-06-18 17:37;21.62;55.87;;
2022-06-18 17:47;21.46;56.63;;
2022-06-18 17:57;21.38;56.63;;
2022-06-18 18:07;21.49;54.85;;
2022-06-18 18:17;21.41;53.83;;
2022-06-18 18:27;21.32;54.85;;
2022-06-18 18:37;21.26;52.81;;
2022-06-18 18:47;21.1;51.29;;
2022-06-18 18:57;20.93;51.54;;
2022-06-18 19:07;20.83;51.29;;
2022-06-18 19:17;20.58;49.76;;
2022-06-18 19:27;20.39;49.25;;
2022-06-18 19:37;20.22;50.52;;
2022-06-18 19:47;19.96;50.78;;
2022-06-18 19:57;19.79;50.78;;
2022-06-18 20:07;19.76;48.74;;
2022-06-18 20:17;19.65;51.29;;
2022-06-18 20:27;19.36;49.51;;
2022-06-18 20:37;19.08;52.3;;
2022-06-18 20:47;18.74;51.8;;
2022-06-18 20:57;18.45;51.8;;
2022-06-18 21:07;18.2;49.76;;
2022-06-18 21:17;17.91;51.54;;
2022-06-18 21:27;17.63;50.78;;
2022-06-18 21:37;17.37;50.52;;
2022-06-18 21:47;17.09;50.27;;
2022-06-18 21:57;16.83;51.29;;
2022-06-18 22:07;16.58;54.85;;
2022-06-18 22:17;16.28;55.1;;
2022-06-18 22:27;16.03;56.63;;
2022-06-18 22:37;15.76;59.73;;
2022-06-18 22:47;15.42;67.16;;
2022-06-18 22:57;15;72.76;;
2022-06-18 23:07;14.32;78.55;;
2022-06-18 23:17;13.61;80.76;;
2022-06-18 23:27;12.98;85.18;;
2022-06-18 23:37;12.47;86.01;;
2022-06-18 23:47;12.23;89.44;;
2022-06-18 23:57;12.23;91.17;;
2022-06-19 00:07;12.4;92.03;;
2022-06-19 00:17;12.59;91.45;;
2022-06-19 00:27;12.63;97.48;;
2022-06-19 00:37;12.47;97.76;;
2022-06-19 00:47;12.24;97.19;;
2022-06-19 00:57;12;96.62;;
2022-06-19 01:07;11.65;92.31;;
2022-06-19 01:17;11.28;91.17;;
2022-06-19 01:27;10.93;91.45;;
2022-06-19 01:37;10.67;91.74;;
2022-06-19 01:47;10.48;93.75;;
2022-06-19 01:57;10.28;94.61;;
2022-06-19 02:07;10.09;94.9;;
2022-06-19 02:17;9.99;96.62;;
2022-06-19 02:27;9.87;94.9;;
2022-06-19 02:37;9.63;94.9;;
2022-06-19 02:47;9.31;95.18;;
2022-06-19 02:57;8.95;95.18;;
2022-06-19 03:07;8.58;95.47;;
2022-06-19 03:17;8.25;95.76;;
2022-06-19 03:27;7.97;96.33;;
2022-06-19 03:37;7.74;97.76;;
2022-06-19 03:47;7.57;97.48;;
2022-06-19 03:57;7.44;98.63;;
2022-06-19 04:07;7.34;98.63;;
2022-06-19 04:17;7.24;99.49;;
2022-06-19 04:27;7.18;99.77;;
2022-06-19 04:37;7.21;99.77;;
2022-06-19 04:47;7.29;99.77;;
2022-06-19 04:57;7.44;99.2;;
2022-06-19 05:07;7.81;98.91;;
2022-06-19 05:17;8.16;98.91;;
2022-06-19 05:27;8.41;97.19;;
2022-06-19 05:37;8.74;92.89;;
2022-06-19 05:47;9.34;91.17;;
2022-06-19 05:57;9.86;89.16;;
2022-06-19 06:07;10.42;86.58;;
2022-06-19 06:17;10.9;82.97;;
2022-06-19 06:27;11.18;81.59;;
2022-06-19 06:37;11.35;78.83;;
2022-06-19 06:47;11.54;77.73;;
2022-06-19 06:57;11.73;75.79;;
2022-06-19 07:07;12.05;75.79;;
2022-06-19 07:17;12.44;70.61;;
2022-06-19 07:27;12.82;69.81;;
2022-06-19 07:37;13.47;65.3;;
2022-06-19 07:47;13.79;62.65;;
2022-06-19 07:57;13.93;60.26;;
2022-06-19 08:07;14.08;59.47;;
2022-06-19 08:17;14.27;63.18;;
2022-06-19 08:27;14.5;59.73;;
2022-06-19 08:37;14.82;54.08;;
2022-06-19 08:47;15.09;54.34;;
2022-06-19 08:57;15.28;54.34;;
2022-06-19 09:07;15.45;57.14;;
2022-06-19 09:17;15.93;53.83;;
2022-06-19 09:27;16.42;54.08;;
2022-06-19 09:37;16.67;52.81;;
2022-06-19 09:47;16.9;52.81;;
2022-06-19 09:57;17;49.51;;
2022-06-19 10:07;16.98;50.01;;
2022-06-19 10:17;16.96;52.81;;
2022-06-19 10:27;17.31;53.32;;
2022-06-19 10:37;17.65;52.05;;
2022-06-19 10:47;17.79;47.47;;
2022-06-19 10:57;17.95;48.49;;
2022-06-19 11:07;18.29;50.52;;
2022-06-19 11:17;18.69;46.2;;
2022-06-19 11:27;18.94;46.45;;
2022-06-19 11:37;18.88;44.95;;
2022-06-19 11:47;19.27;42.51;;
2022-06-19 11:57;19.28;46.2;;
2022-06-19 12:07;19.84;44.46;;
2022-06-19 12:17;19.77;41.3;;
2022-06-19 12:27;19.75;41.05;;
2022-06-19 12:37;19.49;46.45;;
2022-06-19 12:47;19.63;42.51;;
2022-06-19 12:57;19.71;43;;
2022-06-19 13:07;20.08;43.73;;
2022-06-19 13:17;20.4;37.89;;
2022-06-19 13:27;20.59;37.15;;
2022-06-19 13:37;20.94;36.67;;
2022-06-19 13:47;21.01;37.89;;
2022-06-19 13:57;20.96;36.42;;
2022-06-19 14:07;21.38;36.42;;
2022-06-19 14:17;21.52;34.48;;
2022-06-19 14:27;21.78;35.69;;
2022-06-19 14:37;21.24;38.62;;
2022-06-19 14:47;20.85;36.67;;
2022-06-19 14:57;20.63;39.35;;
2022-06-19 15:07;20.99;34.48;;
2022-06-19 15:17;21.14;35.21;;
2022-06-19 15:27;20.88;34.96;;
2022-06-19 15:37;20.79;34.72;;
2022-06-19 15:47;20.98;34.23;;
2022-06-19 15:57;21.56;31.85;;
2022-06-19 16:07;21.65;31.38;;
2022-06-19 16:17;22.34;29.06;;
2022-06-19 16:27;22.39;29.29;;
2022-06-19 16:37;21.69;30.45;;
2022-06-19 16:47;21.22;32.55;;
2022-06-19 16:57;21.23;32.31;;
2022-06-19 17:07;21.49;33.75;;
2022-06-19 17:17;22.03;29.99;;
2022-06-19 17:27;21.77;29.99;;
